areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2021-04-15,0_to_5,68.9,2791
E92000001,England,nation,2021-04-15,65_to_84,1849.4,163014
E92000001,England,nation,2021-04-14,18_to_64,413.7,139993
E92000001,England,nation,2021-04-14,85+,6072.6,82889
E92000001,England,nation,2021-04-14,6_to_17,34.7,2746
E92000001,England,nation,2021-04-14,0_to_5,68.9,2789
E92000001,England,nation,2021-04-14,65_to_84,1848.9,162968
E92000001,England,nation,2021-04-13,18_to_64,413.4,139916
E92000001,England,nation,2021-04-13,85+,6070.5,82861
E92000001,England,nation,2021-04-13,6_to_17,34.7,2742
E92000001,England,nation,2021-04-13,0_to_5,68.7,2784
E92000001,England,nation,2021-04-13,65_to_84,1848.4,162926
E92000001,England,nation,2021-04-12,18_to_64,413.2,139836
E92000001,England,nation,2021-04-12,85+,6068.7,82836
E92000001,England,nation,2021-04-12,6_to_17,34.7,2741
E92000001,England,nation,2021-04-12,0_to_5,68.7,2784
E92000001,England,nation,2021-04-12,65_to_84,1847.9,162879
E92000001,England,nation,2021-04-11,18_to_64,412.9,139753
E92000001,England,nation,2021-04-11,85+,6067.4,82818
E92000001,England,nation,2021-04-11,6_to_17,34.6,2737
E92000001,England,nation,2021-04-11,0_to_5,68.7,2781
E92000001,England,nation,2021-04-11,65_to_84,1847.2,162814
E92000001,England,nation,2021-04-10,18_to_64,412.7,139661
E92000001,England,nation,2021-04-10,85+,6065.2,82788
E92000001,England,nation,2021-04-10,6_to_17,34.6,2733
E92000001,England,nation,2021-04-10,0_to_5,68.6,2778
E92000001,England,nation,2021-04-10,65_to_84,1846.6,162768
E92000001,England,nation,2021-04-09,18_to_64,412.5,139590
E92000001,England,nation,2021-04-09,85+,6063.4,82764
E92000001,England,nation,2021-04-09,6_to_17,34.5,2731
E92000001,England,nation,2021-04-09,0_to_5,68.5,2775
E92000001,England,nation,2021-04-09,65_to_84,1846.1,162717
E92000001,England,nation,2021-04-08,18_to_64,412.2,139512
E92000001,England,nation,2021-04-08,85+,6062.1,82746
E92000001,England,nation,2021-04-08,6_to_17,34.5,2727
E92000001,England,nation,2021-04-08,0_to_5,68.5,2773
E92000001,England,nation,2021-04-08,65_to_84,1845.3,162652
E92000001,England,nation,2021-04-07,18_to_64,412.0,139419
E92000001,England,nation,2021-04-07,85+,6060.6,82726
E92000001,England,nation,2021-04-07,6_to_17,34.4,2722
E92000001,England,nation,2021-04-07,0_to_5,68.4,2771
E92000001,England,nation,2021-04-07,65_to_84,1844.8,162606
E92000001,England,nation,2021-04-06,18_to_64,411.7,139329
E92000001,England,nation,2021-04-06,85+,6058.1,82692
E92000001,England,nation,2021-04-06,6_to_17,34.4,2717
E92000001,England,nation,2021-04-06,0_to_5,68.4,2769
E92000001,England,nation,2021-04-06,65_to_84,1844.1,162548
E92000001,England,nation,2021-04-05,18_to_64,411.4,139223
E92000001,England,nation,2021-04-05,85+,6056.2,82666
E92000001,England,nation,2021-04-05,6_to_17,34.3,2714
E92000001,England,nation,2021-04-05,0_to_5,68.4,2769
E92000001,England,nation,2021-04-05,65_to_84,1843.6,162500
E92000001,England,nation,2021-04-04,18_to_64,411.1,139136
E92000001,England,nation,2021-04-04,85+,6054.2,82639
E92000001,England,nation,2021-04-04,6_to_17,34.2,2705
E92000001,England,nation,2021-04-04,0_to_5,68.3,2765
E92000001,England,nation,2021-04-04,65_to_84,1842.9,162439
E92000001,England,nation,2021-04-03,18_to_64,410.9,139057
E92000001,England,nation,2021-04-03,85+,6052.3,82613
E92000001,England,nation,2021-04-03,6_to_17,34.2,2702
E92000001,England,nation,2021-04-03,0_to_5,68.2,2762
E92000001,England,nation,2021-04-03,65_to_84,1842.4,162394
E92000001,England,nation,2021-04-02,18_to_64,410.6,138973
E92000001,England,nation,2021-04-02,85+,6050.3,82585
E92000001,England,nation,2021-04-02,6_to_17,34.1,2697
E92000001,England,nation,2021-04-02,0_to_5,68.1,2760
E92000001,England,nation,2021-04-02,65_to_84,1841.7,162334
E92000001,England,nation,2021-04-01,18_to_64,410.4,138892
E92000001,England,nation,2021-04-01,85+,6047.9,82552
E92000001,England,nation,2021-04-01,6_to_17,34.1,2696
E92000001,England,nation,2021-04-01,0_to_5,68.0,2754
E92000001,England,nation,2021-04-01,65_to_84,1841.1,162277
E92000001,England,nation,2021-03-31,18_to_64,410.1,138807
E92000001,England,nation,2021-03-31,85+,6046.2,82529
E92000001,England,nation,2021-03-31,6_to_17,34.1,2694
E92000001,England,nation,2021-03-31,0_to_5,67.9,2750
E92000001,England,nation,2021-03-31,65_to_84,1840.3,162211
E92000001,England,nation,2021-03-30,18_to_64,409.8,138698
E92000001,England,nation,2021-03-30,85+,6043.4,82491
E92000001,England,nation,2021-03-30,6_to_17,34.0,2689
E92000001,England,nation,2021-03-30,0_to_5,67.8,2744
E92000001,England,nation,2021-03-30,65_to_84,1839.6,162144
E92000001,England,nation,2021-03-29,18_to_64,409.5,138591
E92000001,England,nation,2021-03-29,85+,6041.1,82460
E92000001,England,nation,2021-03-29,6_to_17,33.9,2682
E92000001,England,nation,2021-03-29,0_to_5,67.6,2739
E92000001,England,nation,2021-03-29,65_to_84,1838.8,162077
E92000001,England,nation,2021-03-28,18_to_64,409.2,138489
E92000001,England,nation,2021-03-28,85+,6039.1,82432
E92000001,England,nation,2021-03-28,6_to_17,33.9,2677
E92000001,England,nation,2021-03-28,0_to_5,67.6,2737
E92000001,England,nation,2021-03-28,65_to_84,1838.0,162008
E92000001,England,nation,2021-03-27,18_to_64,408.9,138389
E92000001,England,nation,2021-03-27,85+,6036.3,82394
E92000001,England,nation,2021-03-27,6_to_17,33.8,2673
E92000001,England,nation,2021-03-27,0_to_5,67.5,2734
E92000001,England,nation,2021-03-27,65_to_84,1837.2,161932
E92000001,England,nation,2021-03-26,18_to_64,408.6,138290
E92000001,England,nation,2021-03-26,85+,6033.7,82358
E92000001,England,nation,2021-03-26,6_to_17,33.8,2668
E92000001,England,nation,2021-03-26,0_to_5,67.5,2733
E92000001,England,nation,2021-03-26,65_to_84,1836.3,161857
E92000001,England,nation,2021-03-25,18_to_64,408.3,138181
E92000001,England,nation,2021-03-25,85+,6031.2,82325
E92000001,England,nation,2021-03-25,6_to_17,33.7,2660
E92000001,England,nation,2021-03-25,0_to_5,67.4,2728
E92000001,England,nation,2021-03-25,65_to_84,1835.3,161767
E92000001,England,nation,2021-03-24,18_to_64,407.9,138049
E92000001,England,nation,2021-03-24,85+,6027.6,82276
E92000001,England,nation,2021-03-24,6_to_17,33.6,2654
E92000001,England,nation,2021-03-24,0_to_5,67.3,2724
E92000001,England,nation,2021-03-24,65_to_84,1834.2,161670
E92000001,England,nation,2021-03-23,18_to_64,407.5,137917
E92000001,England,nation,2021-03-23,85+,6024.3,82231
E92000001,England,nation,2021-03-23,6_to_17,33.5,2651
E92000001,England,nation,2021-03-23,0_to_5,67.2,2720
E92000001,England,nation,2021-03-23,65_to_84,1833.2,161579
E92000001,England,nation,2021-03-22,18_to_64,407.1,137779
E92000001,England,nation,2021-03-22,85+,6019.4,82164
E92000001,England,nation,2021-03-22,6_to_17,33.4,2644
E92000001,England,nation,2021-03-22,0_to_5,67.0,2713
E92000001,England,nation,2021-03-22,65_to_84,1832.3,161505
E92000001,England,nation,2021-03-21,18_to_64,406.7,137647
E92000001,England,nation,2021-03-21,85+,6016.0,82117
E92000001,England,nation,2021-03-21,6_to_17,33.4,2638
E92000001,England,nation,2021-03-21,0_to_5,66.8,2707
E92000001,England,nation,2021-03-21,65_to_84,1831.1,161402
E92000001,England,nation,2021-03-20,18_to_64,406.3,137513
E92000001,England,nation,2021-03-20,85+,6012.3,82067
E92000001,England,nation,2021-03-20,6_to_17,33.3,2636
E92000001,England,nation,2021-03-20,0_to_5,66.7,2700
E92000001,England,nation,2021-03-20,65_to_84,1830.2,161316
E92000001,England,nation,2021-03-19,18_to_64,406.0,137387
E92000001,England,nation,2021-03-19,85+,6008.3,82012
E92000001,England,nation,2021-03-19,6_to_17,33.3,2630
E92000001,England,nation,2021-03-19,0_to_5,66.5,2692
E92000001,England,nation,2021-03-19,65_to_84,1829.1,161224
E92000001,England,nation,2021-03-18,18_to_64,405.5,137249
E92000001,England,nation,2021-03-18,85+,6004.7,81963
E92000001,England,nation,2021-03-18,6_to_17,33.2,2625
E92000001,England,nation,2021-03-18,0_to_5,66.4,2688
E92000001,England,nation,2021-03-18,65_to_84,1828.1,161137
E92000001,England,nation,2021-03-17,18_to_64,405.1,137086
E92000001,England,nation,2021-03-17,85+,6000.7,81908
E92000001,England,nation,2021-03-17,6_to_17,33.1,2618
E92000001,England,nation,2021-03-17,0_to_5,66.3,2687
E92000001,England,nation,2021-03-17,65_to_84,1826.7,161012
E92000001,England,nation,2021-03-16,18_to_64,404.6,136927
E92000001,England,nation,2021-03-16,85+,5997.5,81864
E92000001,England,nation,2021-03-16,6_to_17,33.1,2615
E92000001,England,nation,2021-03-16,0_to_5,66.3,2685
E92000001,England,nation,2021-03-16,65_to_84,1825.2,160878
E92000001,England,nation,2021-03-15,18_to_64,404.1,136762
E92000001,England,nation,2021-03-15,85+,5992.0,81790
E92000001,England,nation,2021-03-15,6_to_17,33.0,2612
E92000001,England,nation,2021-03-15,0_to_5,66.2,2681
E92000001,England,nation,2021-03-15,65_to_84,1823.9,160760
E92000001,England,nation,2021-03-14,18_to_64,403.5,136569
E92000001,England,nation,2021-03-14,85+,5987.1,81723
E92000001,England,nation,2021-03-14,6_to_17,32.9,2604
E92000001,England,nation,2021-03-14,0_to_5,66.1,2676
E92000001,England,nation,2021-03-14,65_to_84,1822.1,160604
E92000001,England,nation,2021-03-13,18_to_64,403.0,136405
E92000001,England,nation,2021-03-13,85+,5982.4,81658
E92000001,England,nation,2021-03-13,6_to_17,32.8,2595
E92000001,England,nation,2021-03-13,0_to_5,65.9,2671
E92000001,England,nation,2021-03-13,65_to_84,1820.8,160493
E92000001,England,nation,2021-03-12,18_to_64,402.5,136216
E92000001,England,nation,2021-03-12,85+,5977.8,81596
E92000001,England,nation,2021-03-12,6_to_17,32.8,2592
E92000001,England,nation,2021-03-12,0_to_5,65.9,2669
E92000001,England,nation,2021-03-12,65_to_84,1819.4,160364
E92000001,England,nation,2021-03-11,18_to_64,401.9,136023
E92000001,England,nation,2021-03-11,85+,5972.2,81519
E92000001,England,nation,2021-03-11,6_to_17,32.7,2587
E92000001,England,nation,2021-03-11,0_to_5,65.8,2666
E92000001,England,nation,2021-03-11,65_to_84,1818.1,160256
E92000001,England,nation,2021-03-10,18_to_64,401.3,135810
E92000001,England,nation,2021-03-10,85+,5966.7,81444
E92000001,England,nation,2021-03-10,6_to_17,32.7,2584
E92000001,England,nation,2021-03-10,0_to_5,65.7,2659
E92000001,England,nation,2021-03-10,65_to_84,1816.4,160105
E92000001,England,nation,2021-03-09,18_to_64,400.6,135585
E92000001,England,nation,2021-03-09,85+,5959.6,81347
E92000001,England,nation,2021-03-09,6_to_17,32.7,2581
E92000001,England,nation,2021-03-09,0_to_5,65.4,2648
E92000001,England,nation,2021-03-09,65_to_84,1814.6,159947
E92000001,England,nation,2021-03-08,18_to_64,400.1,135392
E92000001,England,nation,2021-03-08,85+,5952.6,81251
E92000001,England,nation,2021-03-08,6_to_17,32.6,2574
E92000001,England,nation,2021-03-08,0_to_5,65.1,2638
E92000001,England,nation,2021-03-08,65_to_84,1812.6,159770
E92000001,England,nation,2021-03-07,18_to_64,399.3,135145
E92000001,England,nation,2021-03-07,85+,5947.6,81184
E92000001,England,nation,2021-03-07,6_to_17,32.5,2567
E92000001,England,nation,2021-03-07,0_to_5,65.0,2632
E92000001,England,nation,2021-03-07,65_to_84,1810.7,159596
E92000001,England,nation,2021-03-06,18_to_64,398.7,134923
E92000001,England,nation,2021-03-06,85+,5941.5,81100
E92000001,England,nation,2021-03-06,6_to_17,32.4,2565
E92000001,England,nation,2021-03-06,0_to_5,64.9,2628
E92000001,England,nation,2021-03-06,65_to_84,1809.0,159447
E92000001,England,nation,2021-03-05,18_to_64,398.0,134700
E92000001,England,nation,2021-03-05,85+,5933.1,80985
E92000001,England,nation,2021-03-05,6_to_17,32.4,2562
E92000001,England,nation,2021-03-05,0_to_5,64.7,2621
E92000001,England,nation,2021-03-05,65_to_84,1806.9,159267
E92000001,England,nation,2021-03-04,18_to_64,397.3,134474
E92000001,England,nation,2021-03-04,85+,5926.5,80895
E92000001,England,nation,2021-03-04,6_to_17,32.3,2554
E92000001,England,nation,2021-03-04,0_to_5,64.6,2617
E92000001,England,nation,2021-03-04,65_to_84,1805.1,159108
E92000001,England,nation,2021-03-03,18_to_64,396.6,134209
E92000001,England,nation,2021-03-03,85+,5918.5,80786
E92000001,England,nation,2021-03-03,6_to_17,32.2,2548
E92000001,England,nation,2021-03-03,0_to_5,64.4,2610
E92000001,England,nation,2021-03-03,65_to_84,1802.7,158899
E92000001,England,nation,2021-03-02,18_to_64,395.8,133941
E92000001,England,nation,2021-03-02,85+,5910.4,80675
E92000001,England,nation,2021-03-02,6_to_17,32.1,2540
E92000001,England,nation,2021-03-02,0_to_5,64.2,2601
E92000001,England,nation,2021-03-02,65_to_84,1800.4,158688
E92000001,England,nation,2021-03-01,18_to_64,394.9,133653
E92000001,England,nation,2021-03-01,85+,5901.8,80558
E92000001,England,nation,2021-03-01,6_to_17,32.0,2529
E92000001,England,nation,2021-03-01,0_to_5,64.1,2595
E92000001,England,nation,2021-03-01,65_to_84,1797.4,158427
E92000001,England,nation,2021-02-28,18_to_64,394.0,133331
E92000001,England,nation,2021-02-28,85+,5893.4,80443
E92000001,England,nation,2021-02-28,6_to_17,31.9,2522
E92000001,England,nation,2021-02-28,0_to_5,64.0,2591
E92000001,England,nation,2021-02-28,65_to_84,1794.5,158171
E92000001,England,nation,2021-02-27,18_to_64,393.1,133037
E92000001,England,nation,2021-02-27,85+,5885.1,80331
E92000001,England,nation,2021-02-27,6_to_17,31.7,2509
E92000001,England,nation,2021-02-27,0_to_5,63.9,2587
E92000001,England,nation,2021-02-27,65_to_84,1791.8,157932
E92000001,England,nation,2021-02-26,18_to_64,392.3,132758
E92000001,England,nation,2021-02-26,85+,5876.8,80217
E92000001,England,nation,2021-02-26,6_to_17,31.7,2508
E92000001,England,nation,2021-02-26,0_to_5,63.8,2585
E92000001,England,nation,2021-02-26,65_to_84,1789.2,157704
E92000001,England,nation,2021-02-25,18_to_64,391.4,132455
E92000001,England,nation,2021-02-25,85+,5866.6,80078
E92000001,England,nation,2021-02-25,6_to_17,31.6,2501
E92000001,England,nation,2021-02-25,0_to_5,63.6,2575
E92000001,England,nation,2021-02-25,65_to_84,1786.3,157445
E92000001,England,nation,2021-02-24,18_to_64,390.2,132071
E92000001,England,nation,2021-02-24,85+,5856.2,79936
E92000001,England,nation,2021-02-24,6_to_17,31.5,2492
E92000001,England,nation,2021-02-24,0_to_5,63.3,2564
E92000001,England,nation,2021-02-24,65_to_84,1783.0,157159
E92000001,England,nation,2021-02-23,18_to_64,389.1,131678
E92000001,England,nation,2021-02-23,85+,5845.1,79785
E92000001,England,nation,2021-02-23,6_to_17,31.5,2488
E92000001,England,nation,2021-02-23,0_to_5,63.1,2554
E92000001,England,nation,2021-02-23,65_to_84,1779.4,156843
E92000001,England,nation,2021-02-22,18_to_64,387.8,131229
E92000001,England,nation,2021-02-22,85+,5834.2,79636
E92000001,England,nation,2021-02-22,6_to_17,31.3,2477
E92000001,England,nation,2021-02-22,0_to_5,62.7,2540
E92000001,England,nation,2021-02-22,65_to_84,1775.4,156490
E92000001,England,nation,2021-02-21,18_to_64,386.5,130794
E92000001,England,nation,2021-02-21,85+,5823.6,79491
E92000001,England,nation,2021-02-21,6_to_17,31.2,2464
E92000001,England,nation,2021-02-21,0_to_5,62.5,2532
E92000001,England,nation,2021-02-21,65_to_84,1771.3,156125
E92000001,England,nation,2021-02-20,18_to_64,385.2,130365
E92000001,England,nation,2021-02-20,85+,5809.9,79304
E92000001,England,nation,2021-02-20,6_to_17,31.1,2459
E92000001,England,nation,2021-02-20,0_to_5,62.2,2519
E92000001,England,nation,2021-02-20,65_to_84,1767.1,155754
E92000001,England,nation,2021-02-19,18_to_64,384.0,129971
E92000001,England,nation,2021-02-19,85+,5797.7,79137
E92000001,England,nation,2021-02-19,6_to_17,31.0,2451
E92000001,England,nation,2021-02-19,0_to_5,62.0,2510
E92000001,England,nation,2021-02-19,65_to_84,1763.4,155435
E92000001,England,nation,2021-02-18,18_to_64,382.8,129536
E92000001,England,nation,2021-02-18,85+,5783.5,78943
E92000001,England,nation,2021-02-18,6_to_17,30.9,2442
E92000001,England,nation,2021-02-18,0_to_5,61.7,2497
E92000001,England,nation,2021-02-18,65_to_84,1758.7,155018
E92000001,England,nation,2021-02-17,18_to_64,381.4,129073
E92000001,England,nation,2021-02-17,85+,5768.2,78735
E92000001,England,nation,2021-02-17,6_to_17,30.8,2436
E92000001,England,nation,2021-02-17,0_to_5,61.5,2490
E92000001,England,nation,2021-02-17,65_to_84,1753.4,154553
E92000001,England,nation,2021-02-16,18_to_64,379.9,128566
E92000001,England,nation,2021-02-16,85+,5750.9,78499
E92000001,England,nation,2021-02-16,6_to_17,30.7,2426
E92000001,England,nation,2021-02-16,0_to_5,61.3,2484
E92000001,England,nation,2021-02-16,65_to_84,1748.1,154079
E92000001,England,nation,2021-02-15,18_to_64,378.3,128026
E92000001,England,nation,2021-02-15,85+,5733.4,78260
E92000001,England,nation,2021-02-15,6_to_17,30.5,2414
E92000001,England,nation,2021-02-15,0_to_5,61.2,2477
E92000001,England,nation,2021-02-15,65_to_84,1742.2,153566
E92000001,England,nation,2021-02-14,18_to_64,376.8,127512
E92000001,England,nation,2021-02-14,85+,5714.4,78000
E92000001,England,nation,2021-02-14,6_to_17,30.5,2408
E92000001,England,nation,2021-02-14,0_to_5,60.8,2463
E92000001,England,nation,2021-02-14,65_to_84,1736.3,153038
E92000001,England,nation,2021-02-13,18_to_64,375.1,126953
E92000001,England,nation,2021-02-13,85+,5695.0,77736
E92000001,England,nation,2021-02-13,6_to_17,30.3,2397
E92000001,England,nation,2021-02-13,0_to_5,60.5,2449
E92000001,England,nation,2021-02-13,65_to_84,1730.4,152522
E92000001,England,nation,2021-02-12,18_to_64,373.6,126444
E92000001,England,nation,2021-02-12,85+,5676.2,77479
E92000001,England,nation,2021-02-12,6_to_17,30.2,2388
E92000001,England,nation,2021-02-12,0_to_5,60.2,2440
E92000001,England,nation,2021-02-12,65_to_84,1725.2,152066
E92000001,England,nation,2021-02-11,18_to_64,372.1,125921
E92000001,England,nation,2021-02-11,85+,5660.5,77265
E92000001,England,nation,2021-02-11,6_to_17,30.1,2382
E92000001,England,nation,2021-02-11,0_to_5,60.1,2433
E92000001,England,nation,2021-02-11,65_to_84,1718.8,151498
E92000001,England,nation,2021-02-10,18_to_64,370.3,125335
E92000001,England,nation,2021-02-10,85+,5638.6,76966
E92000001,England,nation,2021-02-10,6_to_17,30.0,2372
E92000001,England,nation,2021-02-10,0_to_5,59.7,2417
E92000001,England,nation,2021-02-10,65_to_84,1712.8,150969
E92000001,England,nation,2021-02-09,18_to_64,368.6,124756
E92000001,England,nation,2021-02-09,85+,5616.6,76665
E92000001,England,nation,2021-02-09,6_to_17,29.9,2362
E92000001,England,nation,2021-02-09,0_to_5,59.3,2400
E92000001,England,nation,2021-02-09,65_to_84,1705.7,150341
E92000001,England,nation,2021-02-08,18_to_64,366.9,124158
E92000001,England,nation,2021-02-08,85+,5594.9,76369
E92000001,England,nation,2021-02-08,6_to_17,29.8,2354
E92000001,England,nation,2021-02-08,0_to_5,59.0,2389
E92000001,England,nation,2021-02-08,65_to_84,1698.6,149723
E92000001,England,nation,2021-02-07,18_to_64,364.8,123468
E92000001,England,nation,2021-02-07,85+,5571.2,76045
E92000001,England,nation,2021-02-07,6_to_17,29.5,2335
E92000001,England,nation,2021-02-07,0_to_5,58.6,2372
E92000001,England,nation,2021-02-07,65_to_84,1690.9,149038
E92000001,England,nation,2021-02-06,18_to_64,362.8,122794
E92000001,England,nation,2021-02-06,85+,5545.6,75696
E92000001,England,nation,2021-02-06,6_to_17,29.4,2327
E92000001,England,nation,2021-02-06,0_to_5,58.1,2355
E92000001,England,nation,2021-02-06,65_to_84,1683.8,148416
E92000001,England,nation,2021-02-05,18_to_64,360.9,122147
E92000001,England,nation,2021-02-05,85+,5518.7,75329
E92000001,England,nation,2021-02-05,6_to_17,29.3,2316
E92000001,England,nation,2021-02-05,0_to_5,58.1,2352
E92000001,England,nation,2021-02-05,65_to_84,1676.4,147765
E92000001,England,nation,2021-02-04,18_to_64,358.9,121453
E92000001,England,nation,2021-02-04,85+,5493.6,74986
E92000001,England,nation,2021-02-04,6_to_17,29.1,2301
E92000001,England,nation,2021-02-04,0_to_5,57.8,2340
E92000001,England,nation,2021-02-04,65_to_84,1668.6,147073
E92000001,England,nation,2021-02-03,18_to_64,356.7,120722
E92000001,England,nation,2021-02-03,85+,5465.9,74609
E92000001,England,nation,2021-02-03,6_to_17,28.9,2286
E92000001,England,nation,2021-02-03,0_to_5,57.5,2328
E92000001,England,nation,2021-02-03,65_to_84,1659.8,146302
E92000001,England,nation,2021-02-02,18_to_64,354.4,119956
E92000001,England,nation,2021-02-02,85+,5433.8,74170
E92000001,England,nation,2021-02-02,6_to_17,28.7,2268
E92000001,England,nation,2021-02-02,0_to_5,57.2,2317
E92000001,England,nation,2021-02-02,65_to_84,1650.1,145440
E92000001,England,nation,2021-02-01,18_to_64,352.1,119178
E92000001,England,nation,2021-02-01,85+,5400.3,73713
E92000001,England,nation,2021-02-01,6_to_17,28.5,2252
E92000001,England,nation,2021-02-01,0_to_5,56.6,2294
E92000001,England,nation,2021-02-01,65_to_84,1639.3,144492
E92000001,England,nation,2021-01-31,18_to_64,349.4,118253
E92000001,England,nation,2021-01-31,85+,5366.9,73257
E92000001,England,nation,2021-01-31,6_to_17,28.2,2228
E92000001,England,nation,2021-01-31,0_to_5,56.1,2274
E92000001,England,nation,2021-01-31,65_to_84,1628.8,143570
E92000001,England,nation,2021-01-30,18_to_64,347.0,117432
E92000001,England,nation,2021-01-30,85+,5335.8,72832
E92000001,England,nation,2021-01-30,6_to_17,28.0,2212
E92000001,England,nation,2021-01-30,0_to_5,55.8,2261
E92000001,England,nation,2021-01-30,65_to_84,1618.5,142662
E92000001,England,nation,2021-01-29,18_to_64,344.6,116629
E92000001,England,nation,2021-01-29,85+,5300.8,72355
E92000001,England,nation,2021-01-29,6_to_17,27.8,2196
E92000001,England,nation,2021-01-29,0_to_5,55.4,2245
E92000001,England,nation,2021-01-29,65_to_84,1608.5,141780
E92000001,England,nation,2021-01-28,18_to_64,341.9,115709
E92000001,England,nation,2021-01-28,85+,5266.2,71883
E92000001,England,nation,2021-01-28,6_to_17,27.5,2174
E92000001,England,nation,2021-01-28,0_to_5,55.0,2226
E92000001,England,nation,2021-01-28,65_to_84,1597.8,140834
E92000001,England,nation,2021-01-27,18_to_64,338.8,114655
E92000001,England,nation,2021-01-27,85+,5226.6,71342
E92000001,England,nation,2021-01-27,6_to_17,27.3,2157
E92000001,England,nation,2021-01-27,0_to_5,54.6,2210
E92000001,England,nation,2021-01-27,65_to_84,1585.4,139743
E92000001,England,nation,2021-01-26,18_to_64,335.6,113580
E92000001,England,nation,2021-01-26,85+,5185.1,70775
E92000001,England,nation,2021-01-26,6_to_17,27.1,2139
E92000001,England,nation,2021-01-26,0_to_5,54.3,2199
E92000001,England,nation,2021-01-26,65_to_84,1573.3,138672
E92000001,England,nation,2021-01-25,18_to_64,332.4,112512
E92000001,England,nation,2021-01-25,85+,5143.2,70203
E92000001,England,nation,2021-01-25,6_to_17,26.8,2116
E92000001,England,nation,2021-01-25,0_to_5,53.8,2179
E92000001,England,nation,2021-01-25,65_to_84,1560.6,137556
E92000001,England,nation,2021-01-24,18_to_64,329.3,111456
E92000001,England,nation,2021-01-24,85+,5107.8,69720
E92000001,England,nation,2021-01-24,6_to_17,26.5,2093
E92000001,England,nation,2021-01-24,0_to_5,53.3,2160
E92000001,England,nation,2021-01-24,65_to_84,1548.5,136488
E92000001,England,nation,2021-01-23,18_to_64,326.1,110361
E92000001,England,nation,2021-01-23,85+,5066.2,69153
E92000001,England,nation,2021-01-23,6_to_17,26.3,2080
E92000001,England,nation,2021-01-23,0_to_5,52.7,2134
E92000001,England,nation,2021-01-23,65_to_84,1535.7,135365
E92000001,England,nation,2021-01-22,18_to_64,323.1,109345
E92000001,England,nation,2021-01-22,85+,5022.1,68550
E92000001,England,nation,2021-01-22,6_to_17,26.2,2068
E92000001,England,nation,2021-01-22,0_to_5,52.1,2110
E92000001,England,nation,2021-01-22,65_to_84,1523.0,134240
E92000001,England,nation,2021-01-21,18_to_64,319.5,108114
E92000001,England,nation,2021-01-21,85+,4979.9,67974
E92000001,England,nation,2021-01-21,6_to_17,25.9,2049
E92000001,England,nation,2021-01-21,0_to_5,51.5,2086
E92000001,England,nation,2021-01-21,65_to_84,1509.8,133077
E92000001,England,nation,2021-01-20,18_to_64,315.7,106844
E92000001,England,nation,2021-01-20,85+,4934.5,67355
E92000001,England,nation,2021-01-20,6_to_17,25.7,2031
E92000001,England,nation,2021-01-20,0_to_5,51.1,2071
E92000001,England,nation,2021-01-20,65_to_84,1494.9,131767
E92000001,England,nation,2021-01-19,18_to_64,311.5,105426
E92000001,England,nation,2021-01-19,85+,4878.8,66594
E92000001,England,nation,2021-01-19,6_to_17,25.3,1999
E92000001,England,nation,2021-01-19,0_to_5,50.6,2050
E92000001,England,nation,2021-01-19,65_to_84,1478.5,130323
E92000001,England,nation,2021-01-18,18_to_64,307.2,103964
E92000001,England,nation,2021-01-18,85+,4823.7,65842
E92000001,England,nation,2021-01-18,6_to_17,25.0,1976
E92000001,England,nation,2021-01-18,0_to_5,50.0,2025
E92000001,England,nation,2021-01-18,65_to_84,1461.5,128818
E92000001,England,nation,2021-01-17,18_to_64,303.2,102604
E92000001,England,nation,2021-01-17,85+,4767.3,65072
E92000001,England,nation,2021-01-17,6_to_17,24.7,1954
E92000001,England,nation,2021-01-17,0_to_5,49.6,2010
E92000001,England,nation,2021-01-17,65_to_84,1444.0,127274
E92000001,England,nation,2021-01-16,18_to_64,299.5,101368
E92000001,England,nation,2021-01-16,85+,4712.2,64320
E92000001,England,nation,2021-01-16,6_to_17,24.6,1944
E92000001,England,nation,2021-01-16,0_to_5,49.2,1993
E92000001,England,nation,2021-01-16,65_to_84,1428.0,125866
E92000001,England,nation,2021-01-15,18_to_64,295.6,100037
E92000001,England,nation,2021-01-15,85+,4655.8,63551
E92000001,England,nation,2021-01-15,6_to_17,24.3,1919
E92000001,England,nation,2021-01-15,0_to_5,48.6,1968
E92000001,England,nation,2021-01-15,65_to_84,1411.9,124450
E92000001,England,nation,2021-01-14,18_to_64,292.0,98814
E92000001,England,nation,2021-01-14,85+,4606.8,62882
E92000001,England,nation,2021-01-14,6_to_17,24.1,1906
E92000001,England,nation,2021-01-14,0_to_5,48.1,1948
E92000001,England,nation,2021-01-14,65_to_84,1396.5,123087
E92000001,England,nation,2021-01-13,18_to_64,287.8,97407
E92000001,England,nation,2021-01-13,85+,4551.5,62127
E92000001,England,nation,2021-01-13,6_to_17,23.9,1890
E92000001,England,nation,2021-01-13,0_to_5,47.6,1927
E92000001,England,nation,2021-01-13,65_to_84,1379.7,121608
E92000001,England,nation,2021-01-12,18_to_64,283.6,95983
E92000001,England,nation,2021-01-12,85+,4497.0,61383
E92000001,England,nation,2021-01-12,6_to_17,23.7,1876
E92000001,England,nation,2021-01-12,0_to_5,46.8,1895
E92000001,England,nation,2021-01-12,65_to_84,1361.2,119984
E92000001,England,nation,2021-01-11,18_to_64,279.0,94435
E92000001,England,nation,2021-01-11,85+,4433.8,60520
